"results_author","results_date","results_des","results_img","results_title","results_url"
"宋杰教授","4月7日","看似无关紧要的零部件,竟能引起经济危机? 4月6日,彭博社发表题为《为什么1美元芯片的短缺可以引发全球经济危机》的文章指出,目前少数看似无关紧要的零部件的供应危机正在影响全球经济。 在说芯片导致全球经济危机之前,我们先来看看前两...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3365769289,139450453&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=616DB144C41089D60FC0AC8A0300B08B&sec=1618988018&t=29f93c4263c50d49289e711ae1ebeed8","美日会谈延期,看上芯片市场?或引发全球经济危机","https://baijiahao.baidu.com/s?id=1696374973512771061&wfr=spider&for=pc"
"腾讯网","4月7日","我们再回忆一下,你见过经济萧条时候房产价格有上涨过的么? 不论是通胀还是通缩引起的经济危机,房地产都是死给你看的。 为什么会这样? 用人话说跟你讲。 大通缩咱就不说了,大家都没钱经济萧条,饭都吃不上谁还买房子? ","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=684486147,277179051&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=48C33B64BE001F7ECAD4A51B0100C082&sec=1618988018&t=598447f2d6b0a618b028fdd1463c28c9","经济危机几乎已成定局!这件事,必须去做!","https://new.qq.com/omn/20210407/20210407A02YVU00.html"
"雕叔谈楼房","4月7日","我是雕叔,专研楼市十余年在数十座城市投资买房,长期进行实地市场调研,选择大于努力!未来10年依然可以靠买房躺着赚钱 买房问题请私信提问 提问:雕叔雕叔您好,拜读过您很多文章,现在有一个比较急的问题想请教!我家在布吉有一套自住,...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1635680735,139419229&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=BE384E87BE003ACCECC2B12203006001&sec=1618988018&t=17cc7ea4858919ea876f294f352b091b","全球经济危机越来越近,今年买房会不会被套牢?","https://baijiahao.baidu.com/s?id=1696341454929089612&wfr=spider&for=pc"
"腾讯网","4月6日","加上美元依旧还是世界货币的中心,所以美国在短时间内不会因为美元的印钞而出现经济危机,美国可以说是直接把国内的危机转嫁到其他国家身上,拜登这一招真的是太过“阴险”了。 如今,美国的华尔街大亨也蠢蠢欲动,1997年的亚洲金融风暴除了和...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=3438583878,1875948440&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=D681EAAE200606E704BD25BC0300501A&sec=1618988018&t=1274a9ba29d126253138a07d4e8d2046","美大放水酝酿危机,土耳其遭“三杀”,谁会成为下一个目标?","https://new.qq.com/omn/20210406/20210406A0AW9K00.html"
"腾讯网","4月6日","太阳黑子的活动周期大约是11年,目前正处于太阳黑子活动的空隙期,而且已经接近尾声;在2019年内有288天没有出现太阳黑子,前面有连续40天没出现太阳黑子,在2019年12月25日,太阳南半球出现两个新的太阳黑子,预示着第25个太阳黑子活动周期的...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=2231178311,4106481969&fm=217&app=2&size=f242,162&n=0&g=0n&f=PNG?s=04B4653311566DC812D895DC03005033&sec=1618988018&t=8c67d07c01404153b68b84f832a86941","太阳黑子周期与瘟疫、经济危机以及社会更替的关系","https://new.qq.com/omn/20210406/20210406A07XZI00.html"
"申银万国期货","4月6日","广义概念的金融危机更加严重,会进一步导致经济危机;而狭义概念的金融危机仅是金融体系压力的爆发,能否进一步导致经济危机还要看整体金融环境、政府救助措施等等。截至目前来看,2020年3月,新冠疫情冲击下的美国金融市场大动荡属于狭义的金融危机...","NoPicture","金融危机爆发中的流动性分析——以美国疫情冲击为例","https://www.sywgqh.com.cn/Pc/News_Center/Shenwan_Online/Oil_Online/99839.html"
"熙攘体育","4月6日","由于出现了一系列负面事件,福原爱在日本的形象大跌,导致事业受到了比较大的影响,东京奥运会的解说工作已经暂停。4月6日,根据日媒的最新报道,经济状况不佳的福原爱,现在已经开始出售房产,以缓解经济压力。 今年1月份,福原爱回到日本开展自己...","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1596109533,139356982&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=CD804B945E4236C00DBCC9DC0300C0B3&sec=1618988018&t=415217591a7a3cee108619a3ce1e0977","丢工作后陷入经济危机,福原爱被迫出售房产,与江宏杰结婚后购买","https://baijiahao.baidu.com/s?id=1696274616740208062&wfr=spider&for=pc"
"网易财经","4月6日","同时,经济下滑也使许多高负债的低收入国家面临债务到期难以偿还的危机。 面对这种人道主义危机,我国可以和其他国家分享防疫的经验,利用强大的口罩、防护服、测试盒、呼吸机等防疫必要物资的生产和供应能力,出口支援其他国家遏制疫情,秉持人类...","https://dss2.bdstatic.com/6Ot1bjeh1BF3odCf/it/u=2734882203,862525758&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=308398549C08505D17266F900300509F&sec=1618988018&t=a455a4a2526db8534c1ecd2399ac693c","林毅夫:中国仍可像2008年以来一样,未来每年为世界经济增长贡献30%...","https://money.163.com/21/0406/14/G6TJ0EHJ00258J1R.html"
"嗷嗷财经","4月6日","造价1美元的芯片短缺何以在全球经济中掀起危机 Debby Wu、Takashi Mochizuki2021年4月6日周二上午7:27 【彭博】-- 要理解4500亿美元的半导体行业何以陷入危机,造价1美元的显示驱动是个不错的切入点。 成百上千种不同类型的芯片构成了...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2017886105,139353987&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=6171A3625BADA64B5E55C51F0000E0C2&sec=1618988018&t=42f41d8a9a5a9f88c05d0804c8ecba61","造价1美元的芯片短缺何以在全球经济中掀起危机","https://baijiahao.baidu.com/s?id=1696271401437382308&wfr=spider&for=pc"
"北风黄沙","4月6日","4月6日,最新一期的日本媒体女性自身曝光了福原爱找搬家公司整夜搬家的照片。据媒体报道,福原爱最近担心围绕她的负面新闻会给家人带来不好的影响,特别是这个家会联想到她的结婚传闻,所以选择以最快的速度离开这个地方。 照片中没有看到福原...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1116183273,139345308&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=1C3A7797400232F2D607CDAD0300704B&sec=1618988019&t=d27bf9495e65290694583b325334f6d9","福原爱连夜搬家,背负着千万日元房贷,事业受阻发生经济危机","https://baijiahao.baidu.com/s?id=1696262071174333270&wfr=spider&for=pc"
"黄金网","4月6日","国际货币基金组织(IMF)警告称,若美联储(Fed)出人意料地收紧货币政策,可能引发新兴市场利率上升和资本外流,这突显出央行有必要进行明确沟通。 IMF周一在其《世界经济展望》(World Economic Outlook)的分析章节中说,到目前为止,美国市场利...","NoPicture","重磅警告!IMF:若美联储突然加息 恐引发新兴市场金融危机","http://gold.cnfol.com/caijingyaowen/20210406/28797896.shtml"
"腾讯网","4月6日","我国为何要将希腊抬出经济危机?希腊为我国付出太多!为何援助? 自动播放  腾讯视频 v.qq.com  免责声明:本文来自腾讯新闻客户端自媒体,不代表腾讯网的观点和立场。为你推荐 外媒提问中国将怎样防止农村人口再次返贫?中央农办副主任回应 ...","NoPicture","我国为何要将希腊抬出经济危机?希腊为我国付出太多!为何援助?","https://new.qq.com/rain/a/20210406V03CEH00"
"东方财富网","4月6日","原标题:IMF:储局若突加息 势掀新兴市场金融危机 主力资金加仓名单实时更新,APP内免费看>> 国际货币基金组织(IMF)警告,倘若美国联储局突然加息,预料导致新兴市场资金大量流失及利率上升。 IMF周一发表的报告显示,联储局有必要就利率政策...","NoPicture","IMF:储局若突加息 势掀新兴市场金融危机","http://finance.eastmoney.com/a/202104061872741539.html"
"林大师娱乐","4月6日","福原爱连夜搬家,背负7000万日元房贷,事业受阻恐有经济危机 4月6日,最新一期的日媒《女性自身》曝光了福原爱找搬家公司连夜搬家的照片。该媒体透露,福原爱恐怕是担心近期围绕在她身上的负面新闻会给家人带来不良影响,尤其是这所房子会让人联...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2288986041,139340346&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=AB104D81544212E8643875A80300E010&sec=1618988019&t=e0435da01ad0670e797b4cdf5ba7bf16","福原爱连夜搬家,背负7000万日元房贷,事业受阻恐有经济危机","https://baijiahao.baidu.com/s?id=1696256749418874405&wfr=spider&for=pc"
"腾讯网","4月6日","由于美联储的货币政策,在危机爆发前,企业借款已经从六万亿美元增加到十万亿美元,企业借款几乎总是在经济衰退时随着公司破产而下降,但今年企业借款增加了四千亿美元。作为对比,在全球金融危机期间它减少了五千亿美元。 ","NoPicture","专访|探索2021全球金融市场的危机与转机","https://new.qq.com/rain/a/20210406A02U8E00"
"手机凤凰网","4月6日","低生育率问题不仅仅是幼儿园数量、育儿假和育儿补贴,也不仅仅是“经济危机世代”的问题,它还导致人们丧失幸福感,放弃生育的原因还有经济与社会间发展失衡、社会阶层间发展失衡、财阀企业与中小企业发展失衡、世代间资源分配失衡、两性与家庭...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=4059602396,2077303376&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=080049919EF10D90443D35020300E0B2&sec=1618988019&t=264dc17d1cfec8716d80b2000b9c6f59","​韩国的“人口危机”与年轻人的“脱轨人生”","https://news.ifeng.com/c/85DNFgunTgz"
"金投网","4月6日","世行首席经济学家Reinhart:最贫穷国家中有一半已经陷入或即将陷入债务危机 重要提示文章部分内容及图片来源于网络,我们尊重作者版权,若有疑问可与我们联系。侵权及不实信息举报邮箱至:tousu@cngold.org...","NoPicture","世行首席经济学家Reinhart:最贫穷国家中有一半已经陷入或即将陷入...","http://forex.cngold.org/fxb/c5519487.htm"
"扒拉文史","4月4日","2019年希腊光是旅游业就收入了181.5亿欧元,占据整个希腊经济的四分之一还多。 总结 因为我国带动希腊从经济危机的泥沼中解脱出来,所以希腊在很多与欧洲相关的事务上都支持中国。而在欧洲决定一些不利于我国的事情时,希腊一直都会投反对票...","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3995463331,139210909&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=BFBA068E9548794D7EA4C8F003007036&sec=1618988019&t=e0fbcd0b108c04c723adaaed8d22314c","希腊为啥一直偏向中国?我国曾把希腊抬出经济危机","https://baijiahao.baidu.com/s?id=1696117759122509023&wfr=spider&for=pc"
"腾讯网","4月4日","台湾经济有被边缘化危机,港媒:蔡当局的“亲美远陆”的政策导致 自动播放  腾讯视频 v.qq.com  免责声明:本文来自腾讯新闻客户端自媒体,不代表腾讯网的观点和立场。为你推荐 台铁事故最新画面:肇事者曾从救援现场路过 与幸存者擦肩...","NoPicture","台湾经济有被边缘化危机,港媒:蔡当局的“亲美远陆”的政策导致","https://new.qq.com/omn/20210404/20210404V0708F00.html"
"腾讯网","4月4日","2008年金融危机的泡沫出现于2004年至2006年,而源于2001年。在2001年,美国由于货币政策收紧、互联网泡沫破灭和“9.11”恐怖袭击事件的冲击,造成美国经济衰退,为了应对衰退,美联储将利率由6.5%下调至1%。这让美国经济快速好转,经济增长也...","https://dss2.bdstatic.com/6Ot1bjeh1BF3odCf/it/u=2835555475,1597317955&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=6B5CC903DCBE0BAD710DFCA10100D0A1&sec=1618988019&t=d6fb136e27134640fbc77c52fc8f571b","【读书笔记】美国2008年金融危机的发展历程及启示","https://new.qq.com/omn/20210404/20210404A02SIX00.html"
"腾讯网","4月2日","自2008年全球金融危机爆发以来,世界经济中出现了持续且不断深化的“三低两高”现象。所谓三低两高,是指低增长、低通胀、低利率、高债务与高收入分配失衡。这一现象在历史上前所未见,而全球何时能够走出“三低两高”,目前也很难做出判断...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=4092291726,375550413&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=C1DDAA640C6524151B00498A0300F090&sec=1618988019&t=d12d97f4fd6aefc19719f1757b933675","张明|世界经济中的“三低两高”现象","https://new.qq.com/rain/a/20210402A0EH5K00"
"腾讯网","3月31日","随着近日土耳其、俄罗斯、巴西等新兴市场国家加息,以及土耳其在加息后发生汇股债“三杀”,市场担心在这一波放水以后,资产价格的泡沫终将被挤破,或引发经济危机。 3月26日,时代财经就当前国际金融形势、是否酝酿金融危机、对中国有何影响等...","https://dss2.bdstatic.com/6Ot1bjeh1BF3odCf/it/u=1871440994,1098569689&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=8728FA050873268430B82CF70300D023&sec=1618988019&t=3b288bda3afd2aa01ab328617013763d","管涛:当前高债务负担、高资产价格随时可能触发危机","https://new.qq.com/omn/20210331/20210331A044XP00.html"
"腾讯网","3月30日","这或是全球金融危机开幕前的预演。回忆一下2007年雷曼兄弟倒闭,有着极度相似之处。目前,对于Archegos Capital单日巨亏爆仓分析很多,我只说核心两点:一是畸高杠杆,所有金融危机的原罪都是高杠杆,十几年来仍然没有汲取教训;二是Archegos...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=2170135793,3352065167&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=63EEB4455491EA664217B89F03008099&sec=1618988019&t=e57a85c6a8d59879882b4250a352571c","史诗般 对冲基金股灾式爆仓会引发全球金融危机吗","https://new.qq.com/rain/a/20210330A0DWOG00"
"腾讯网","3月29日","关于全球经济,张明表示,这次疫情导致的危机要远远超过次贷危机。他指出,11年到19年全球经济在波动中逐渐下行,导致这个格局的主要原因有三个,一个是人口老龄化加剧,一个是技术进步速度放缓,一个是全球化速度放缓。这次疫情导致了很大的冲击...","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=2274126507,994648492&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=B8A7CF142073038024ACE4510300E0EE&sec=1618988019&t=82e6850dec1fec9ea3a0c1d09b57d038","张明:疫情导致的危机远超次贷危机 疫后全球经济仍未走出长期停滞","https://new.qq.com/rain/a/20210329A0BBJG00"
"人民网","3月29日","人民网>>经济·科技 SEC出手,中概股美国退市危机陡增◎ 记者 袁源 实习生 井立琛2021年03月29日09:09 | 来源:人民网-国际金融报 新华社 图 尽管美国对外宣称,《外国公司问责法案》适用于所有在美国上市的外国企业,但目前在不...","https://dss2.bdstatic.com/6Ot1bjeh1BF3odCf/it/u=742062076,1290798530&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=E11112993A64348EC939D5C20300E0B1&sec=1618988019&t=28a1c0f3e8f2bb03ed4224c467f3c4f8","SEC出手,中概股美国退市危机陡增","http://finance.people.com.cn/n1/2021/0329/c1004-32063501.html"
"腾讯网","3月26日","俄罗斯卫星通讯社3月26日消息,俄罗斯外交部副部长谢尔盖·韦尔希宁向卫星通讯社表示,新冠疫情造成的全球经济损失超过3.5万亿美元,是2008年金融危机造成损失的两倍多。韦尔希宁称,“新冠疫情毫无疑问将作为21世纪最大的挑战之一载入历史。新...","NoPicture","俄外交部:新冠疫情致全球经济损失超3.5万亿美元,是08年金融危机...","https://new.qq.com/omn/20210326/20210326A082KD00.html"
"中国新闻网","3月11日","中新网北京3月11日电 开罗消息:联合国世界粮食计划署11日消息称,在经历了十年的动荡、冲突和流离失所之后,叙利亚人正面对危机开始以来最糟糕的人道主义状况,仅去年就有数百万人陷入饥饿。 “这场冲突给叙利亚人带来了巨大的损失。每天...","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3052389007,2423964534&fm=173&app=49&size=f242,162&n=0&g=0n&f=JPEG?s=50111DD7404076F21001F4870300F013&sec=1618988019&t=bafe20eb733c3d5018ad37484d13c0f1","联合国粮食计划署:叙利亚人正面临迄今为止最严重经济危机","https://baijiahao.baidu.com/s?id=1693943293283086774&wfr=spider&for=pc"
"界面新闻","3月8日","0800【持续性疫情致严重经济危机 黎巴嫩多地抗议活动不断】 由于国内存在严重的经济危机和持续性疫情,7日,黎巴嫩民众连续第六天在贝鲁特、的黎波里、提尔、赛达等多地举行示威,阻断交通要道,抗议黎镑急剧贬值和生活水平恶化。 举报/反馈 发...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3759259211,2947540740&fm=173&app=49&size=f242,162&n=0&g=0n&f=JPEG?s=7C302BD71D544DDC4C4DA9F20300C032&sec=1618988019&t=2718386640e1ed0bf956b5ddaf08808a","中国将推出国际旅行健康证明,黎巴嫩多地抗议经济危机|国际疫情...","https://baijiahao.baidu.com/s?id=1693622723789755006&wfr=spider&for=pc"
"网易","12小时前","纵然杰克知道前面是冰川覆盖,难以生还,却不忘记身为一个父亲对孩子的约定,信守诺言,找到儿子,度过灾难。与此同时,山姆也为了拯救心爱的女人劳拉,离开安全的图书馆去船上找药,外面的世界是未知的、危险的,即使这样,图书馆的伙伴们还是...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=1490957663,2662515566&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=5E8DB944F61631CEDE96189F0300C08A&sec=1618988033&t=9583916eabce1a08fa775d76bd1f3c89","学生作品展示No.547|《后天》:灾难面前,没有超人拯救世界","https://www.163.com/dy/article/G809AJ0B0542814L.html"
"晨曦讲旅游","12小时前","泰州当地人非常享受生活,他们每天早晨上班前会悠闲地吃早餐,等到晚上放松一下,例如选择温泉或去酒吧等,这样可以减轻自己的压力,享受美好的时光,更重要的是,泰州已经2000多年没有发生自然灾害了,因此非常适合长期居住。 此外,泰州还拥有丰...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=56805528,140491458&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=F702A0AEF840BCCECEB893810300708C&sec=1618988033&t=c43ee78049604d79b8fa07d872a2ff7f","江苏这“神奇”城市,旅游资源丰富,“两千多年”没发生自然灾害","https://baijiahao.baidu.com/s?id=1697492750272935177&wfr=spider&for=pc"
"潇湘晨报","13小时前","为扎实做好汛期地质灾害防治工作,近日,瀛洲镇自然资源规划所联合镇政府安监、林业、水利等负责人对全镇地质灾害隐患点进行了全面摸底排查。  排查中,一是对辖区内原有6个地质灾害隐患点进行复查,查明地质灾害隐患点影响范围、威胁对象等变...","https://cambrian-images.cdn.bcebos.com/a51d142ac7625feda1002f0c739ae255_1606863438588053.jpeg@w_100,h_100","瀛洲镇全面开展汛前地质灾害隐患大排查","https://baijiahao.baidu.com/s?id=1697491055830795702&wfr=spider&for=pc"
"华龙网","14小时前","模拟桌面推演。市应急局供图 华龙网-新重庆客户端 发 华龙网-新重庆客户端4月19日22时讯(首席记者 黄宇)今(19)日,华龙网-新重庆客户端记者从重庆市应急局获悉,为进一步完善抢险救灾体系,全市应急系统在巫溪举行了地质灾害桌面推演。","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1427445083,140484436&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=1602A2E156F297C80690DD040300B0D8&sec=1618988033&t=e4a3da1aaad4f102fbe8595b6bf82d0b","重庆举行2021年地质灾害桌面推演 加大隐患区域排查","https://baijiahao.baidu.com/s?id=1697485209538261451&wfr=spider&for=pc"
"湘湘带你看社会","昨天23:43","4月19日下午,省海洋灾害应急指挥部(以下简称“省海指”)召开了省海指成员单位联络员会议,回顾总结了省海指近年来的主要工作,对2021年全省海洋灾害应急防御工作任务进行了部署。省海指办主任,省自然资源厅党组成员、副厅长阮飙出席会议...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2188067679,140483481&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=8F3A6485509815C21230E5B20300D01A&sec=1618988033&t=1ac9bb2bc7782cd6d904239f5cdfbd7b","浙江省海洋灾害应急指挥部召开2021年度第一次成员单位联络员会议","https://baijiahao.baidu.com/s?id=1697484168589511332&wfr=spider&for=pc"
"岭南24小时","昨天22:37","防风总指挥部关于我省进入2021年汛期的通知》文件精神,2021年4月16日,武江区自然资源局副局长陈晓辉带领局相关股室人员,会同技术支撑单位广东省地质局第三地质大队及自然资源所工作人员对我区辖区内在册地质灾害隐患点及工程治理点开展了...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=4125911505,140479507&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=CB9E06C15AA3CF454C0D653C0300E040&sec=1618988033&t=ebc0cd09fa2ae557895907d461d0ee5e","武江区自然资源局开展武江区2021年汛期在册地质灾害隐患点巡排查...","https://baijiahao.baidu.com/s?id=1697479949260798051&wfr=spider&for=pc"
"腾讯网","昨天22:33","那么,有效防范和化解重大风险,及时应对各类突发事件,保障人民群众生命和财产安全,建立完善相关应急管理制度尤为重要。本期节目就邀请到市应急局应急指挥调度和科技信息化科科长熊伟解读灾害事故应急处置相关制度。","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=489735357,1658240838&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=3B0390468E2300155D3FB6FA0300801D&sec=1618988033&t=cb6c567aab1ba04c52821a2fc66d8216","节目预告《遵义应急在线》——灾害事故应急处置相关制度解读","https://new.qq.com/omn/20210419/20210419A0ENAR00.html"
