Words,Freq
作风 ,0.938553713250662
用人,0.938553713250662
体能,0.938553713250662
爱心,0.938553713250662
寒风,0.938553713250662
严寒  ,0.938553713250662
保洁,0.938553713250662
平安 ,0.938553713250662
 01 ,0.938553713250662
巡特警,0.938553713250662
体温,0.938553713250662
 雪,0.938553713250662
优抚,0.938553713250662
中医院,0.938553713250662
伞降,0.938553713250662
大雪 ,0.938553713250662
经理,0.938553713250662
风霜,0.938553713250662
拼版,0.938553713250662
上图,0.938553713250662
指导组,0.938553713250662
雪景,0.938553713250662
庄稼,0.938553713250662
寒潮 ,0.938553713250662
停水 ,0.938553713250662
复工率,0.938553713250662
精兵,0.938553713250662
育种,0.938553713250662
花瓣,0.938553713250662
供暖,0.938553713250662
被动房,0.938553713250662
共产党员,0.938553713250662
风雪 斗,0.938553713250662
公安处,0.938553713250662
雪 ,0.938553713250662
重担,0.938553713250662
屠宰,0.938553713250662
早高峰,0.938553713250662
快件,0.938553713250662
一心,0.938553713250662
义工队,0.938553713250662
工会,0.938553713250662
雨雪 ,0.938553713250662
水气,0.938553713250662
献血,0.938553713250662
热电,0.938553713250662
暖气,0.938553713250662
幅度,0.938553713250662
冰层,0.938553713250662
电影展,0.938553713250662
1 2,0.938553713250662
会展,0.938553713250662
冬供,0.938553713250662
党支部,0.938553713250662
龙脊,0.938553713250662
严寒值,0.938553713250662
异物,0.938553713250662
野营,0.938553713250662
拉练 ,0.938553713250662
民警 ,0.938553713250662
寒冬 ,0.938553713250662
市民们,0.938553713250662
  早,0.938553713250662
手机 ,0.938553713250662
批发,0.938553713250662
小伙子,0.938553713250662
冻害 ,0.938553713250662
保障厅,0.938553713250662
  杀  ,0.938553713250662
里程,0.938553713250662
警察节,0.938553713250662
阳气,0.938553713250662
屏 ,0.938553713250662
Fold ,0.938553713250662
对折式,0.938553713250662
折叠,0.938553713250662
课目,0.938553713250662
帽子,0.938553713250662
园长 ,0.938553713250662
雪花,0.938553713250662
猞猁,0.938553713250662
棕熊 ,0.938553713250662
志愿者们,0.938553713250662
菊花,0.938553713250662
囚犯,0.938553713250662
鸡毛房 ,0.938553713250662
断面,0.938553713250662
毛发,0.938553713250662
端午,0.938553713250662
游品,0.938553713250662
新发地,0.938553713250662
村口,0.938553713250662
集散地,0.938553713250662
关东,0.938553713250662
登陆地,0.938553713250662
冷链,0.938553713250662
同事们,0.938553713250662
故障 ,0.938553713250662
条 ,0.938553713250662
岔路口,0.938553713250662
什,0.938553713250662
管控  ,0.938553713250662
扣血 ,0.938553713250662
周期性,0.938553713250662
血条,0.938553713250662
增效,0.938553713250662
 夜晚,0.938553713250662
安检棚,0.938553713250662
发生地,0.938553713250662
阻击战,0.938553713250662
意志 ,0.938553713250662
勇者,0.938553713250662
电  ,0.938553713250662
山东人,0.938553713250662
尖刀,0.938553713250662
咽拭子,0.938553713250662
铁拳,0.938553713250662
斗志 ,0.938553713250662
阴阳,0.938553713250662
冬天,0.938553713250662
激情 ,0.938553713250662
严寒 战,0.938553713250662
阳生 ,0.938553713250662
阴极,0.938553713250662
农耕,0.938553713250662
筷子,0.938553713250662
疾,0.938553713250662
大殿,0.938553713250662
寝宫 ,0.938553713250662
飞霜殿,0.938553713250662
隔离点,0.938553713250662
变电,0.938553713250662
京师,0.938553713250662
浴 ,0.938553713250662
运维,0.938553713250662
测温,0.938553713250662
消缺,0.938553713250662
宣传局,0.938553713250662
警苑,0.938553713250662
传真 ,0.938553713250662
采样 ,0.938553713250662
中空 ,0.938553713250662
温泉水,0.938553713250662
供水管,0.938553713250662
抢修 ,0.938553713250662
整洁 ,0.938553713250662
工装,0.938553713250662
冰冻爆,0.938553713250662
   罗,0.938553713250662
试验场,0.938553713250662
结题,0.938553713250662
管 ,0.938553713250662
致敬 ,0.938553713250662
 00 41 ,0.938553713250662
腿 ,0.938553713250662
期 降本,0.938553713250662
连衣裙 ,0.938553713250662
助困,0.938553713250662
 扶危,0.938553713250662
 嘎查 ,0.938553713250662
最前沿,0.938553713250662
牧民,0.938553713250662
上路 ,0.938553713250662
休假,0.938553713250662
投身,0.938553713250662
防疫线,0.938553713250662
 正,0.938553713250662
主管网,0.938553713250662
骨干,0.938553713250662
 筹资,0.938553713250662
蓝旗,0.938553713250662
扩容 ,0.938553713250662
通保,0.938553713250662
图纸,0.938553713250662
V领,0.938553713250662
开幕式,0.938553713250662
获取,0.938553713250662
放热瓶 ,0.938553713250662
 国省道,0.938553713250662
党工委,0.938553713250662
小分队,0.938553713250662
 支队,0.938553713250662
畅 ,0.938553713250662
道理,0.938553713250662
探测器,0.938553713250662
行囊 ,0.938553713250662
小长假,0.938553713250662
新兵团,0.938553713250662
酸碱,0.938553713250662
口令,0.938553713250662
教官,0.938553713250662
方阵,0.938553713250662
 参训,0.938553713250662
掌声,0.938553713250662
短,0.938553713250662
深海,0.938553713250662
写作,0.938553713250662
旗帜 ,0.938553713250662
益阳人,0.938553713250662
 刊文,0.938553713250662
任内,0.938553713250662
扩建,0.938553713250662
龃龉,0.938553713250662
条约 ,0.938553713250662
防务,0.938553713250662
关怀,0.938553713250662
员工们,0.938553713250662
开支,0.938553713250662
 却,0.938553713250662
 旅途   ,0.938553713250662
小姐姐,0.938553713250662
营门,0.938553713250662
新兵,0.938553713250662
著作权,0.938553713250662
 00后 ,0.938553713250662
