Words,Freq
抗日,0.9351400306534765
侵略,0.9351400306534765
敌人,0.9351400306534765
反击战,0.9351400306534765
人民军,0.9351400306534765
岸基,0.9351400306534765
旗号,0.9351400306534765
援朝,0.9351400306534765
炮弹,0.9351400306534765
反击,0.9351400306534765
油井,0.9351400306534765
神庙,0.9351400306534765
守军,0.9351400306534765
海战,0.9351400306534765
井,0.9351400306534765
车阵,0.9351400306534765
冰人,0.9351400306534765
天空 ,0.9351400306534765
书 ,0.9351400306534765
琴键 ,0.9351400306534765
字眼,0.9351400306534765
皇室,0.9351400306534765
焰,0.9351400306534765
先烈,0.9351400306534765
城门,0.9351400306534765
枪炮声,0.9351400306534765
朝代,0.9351400306534765
街头 ,0.9351400306534765
坦克,0.9351400306534765
主炮,0.9351400306534765
海盗,0.9351400306534765
战舰,0.9351400306534765
大焰 ,0.9351400306534765
导弹 ,0.9351400306534765
作,0.9351400306534765
  图,0.9351400306534765
差距,0.9351400306534765
航空母舰,0.9351400306534765
代理人,0.9351400306534765
侵华,0.9351400306534765
以色列人,0.9351400306534765
炮火,0.9351400306534765
胜利者,0.9351400306534765
我方,0.9351400306534765
 人道主义,0.9351400306534765
研究会,0.9351400306534765
代总指挥,0.9351400306534765
剿匪,0.9351400306534765
元帅,0.9351400306534765
火箭炮,0.9351400306534765
弹药 ,0.9351400306534765
冲锋枪,0.9351400306534765
机枪 ,0.9351400306534765
平民,0.9351400306534765
国土厅,0.9351400306534765
卡组,0.9351400306534765
小皇 ,0.9351400306534765
起义 ,0.9351400306534765
将领,0.9351400306534765
驱逐舰,0.9351400306534765
巡洋舰,0.9351400306534765
少将,0.9351400306534765
我方 ,0.9351400306534765
数码,0.9351400306534765
neo,0.9351400306534765
伤兵,0.9351400306534765
中流砥柱,0.9351400306534765
半场,0.9351400306534765
贩子,0.9351400306534765
 抗美 ,0.9351400306534765
获利,0.9351400306534765
立体,0.9351400306534765
三军,0.9351400306534765
陆海空,0.9351400306534765
我 ,0.9351400306534765
步枪,0.9351400306534765
殖民地,0.9351400306534765
战斗机,0.9351400306534765
演  ,0.9351400306534765
红旗军,0.9351400306534765
纪念园,0.9351400306534765
国军,0.9351400306534765
意图,0.9351400306534765
父子,0.9351400306534765
兵种,0.9351400306534765
舆论战,0.9351400306534765
较量 ,0.9351400306534765
抗美,0.9351400306534765
指挥官,0.9351400306534765
幸运,0.9351400306534765
审  ,0.9351400306534765
佼佼者,0.9351400306534765
花环 ,0.9351400306534765
反省,0.9351400306534765
机器人 ,0.9351400306534765
装备局,0.9351400306534765
 防长,0.9351400306534765
国际史,0.9351400306534765
作品 ,0.9351400306534765
借口,0.9351400306534765
人权 ,0.9351400306534765
独立,0.9351400306534765
军衔,0.9351400306534765
称道,0.9351400306534765
汗牛,0.9351400306534765
主权,0.9351400306534765
力 ,0.9351400306534765
军团,0.9351400306534765
电子战,0.9351400306534765
侦察机,0.9351400306534765
乐谱,0.9351400306534765
爱好,0.9351400306534765
 探寻,0.9351400306534765
谈话,0.9351400306534765
过往 ,0.9351400306534765
发射基,0.9351400306534765
手下败将,0.9351400306534765
暴行,0.9351400306534765
形象 ,0.9351400306534765
下架 ,0.9351400306534765
 FPS ,0.9351400306534765
丰富,0.9351400306534765
休止符 ,0.9351400306534765
胡子,0.9351400306534765
 盟军,0.9351400306534765
野战军,0.9351400306534765
青霉素,0.9351400306534765
壁画,0.9351400306534765
阵地 ,0.9351400306534765
差距 ,0.9351400306534765
江山,0.9351400306534765
政要,0.9351400306534765
反击 ,0.9351400306534765
政变 ,0.9351400306534765
政变,0.9351400306534765
内战,0.9351400306534765
崛起,0.9351400306534765
战事,0.9351400306534765
矛盾,0.9351400306534765
交战 ,0.9351400306534765
撤军,0.9351400306534765
答案 ,0.9351400306534765
碑石刻,0.9351400306534765
军威 ,0.9351400306534765
阵亡,0.9351400306534765
东城,0.9351400306534765
水雷 ,0.9351400306534765
入口 ,0.9351400306534765
腹地 ,0.9351400306534765
猛虎 ,0.9351400306534765
鸟枪,0.9351400306534765
加步枪 ,0.9351400306534765
弹痕  ,0.9351400306534765
参观,0.9351400306534765
炒面,0.9351400306534765
空军 ,0.9351400306534765
印巴 ,0.9351400306534765
半岛 ,0.9351400306534765
台海 ,0.9351400306534765
南北 ,0.9351400306534765
大江,0.9351400306534765
洪流,0.9351400306534765
哀思,0.9351400306534765
画卷,0.9351400306534765
阿拉,0.9351400306534765
匈人,0.9351400306534765
冷兵器,0.9351400306534765
硬仗 ,0.9351400306534765
战役 ,0.9351400306534765
东线,0.9351400306534765
西线,0.9351400306534765
团圆,0.9351400306534765
圣诞节,0.9351400306534765
回家 ,0.9351400306534765
指挥权,0.9351400306534765
列强,0.9351400306534765
仗,0.9351400306534765
 年,0.9351400306534765
战歌,0.9351400306534765
耳畔,0.9351400306534765
反,0.9351400306534765
城郭,0.9351400306534765
 布匿,0.9351400306534765
用 ,0.9351400306534765
摩羯陀,0.9351400306534765
继业者,0.9351400306534765
东征,0.9351400306534765
不小 ,0.9351400306534765
触动,0.9351400306534765
精力,0.9351400306534765
厄运,0.9351400306534765
覆灭,0.9351400306534765
战局,0.9351400306534765
防御线,0.9351400306534765
包围 ,0.9351400306534765
鬼子,0.9351400306534765
